OrderID,OrderDate,ShipDate,DeliveryDate,Category,SubCategory,Quantity,UnitPrice,Sales,Discount,Profit,Region,PaymentMode,ReviewText,Gender,Age
1913,2023-03-10,2023-03-12,2023-03-14,Furniture,Sofa,3.0,4893,14679,0,2436.69,East,Card,Excellent,Other,57.0
1914,2023-07-31,2023-08-02,2023-08-04,Grocery,Snacks,9.0,1152,10368,5,1024.11,West,COD,Average,Male,41.0
1915,2023-09-02,2023-09-05,2023-09-06,Clothing,Jacket,9.0,1031,9279,5,967.61,West,COD,Poor,Male,62.0
1916,2023-05-02,2023-05-04,2023-05-06,Furniture,Table,7.0,4642,32494,10,5256.58,West,COD,Poor,Male,48.0
1917,2023-02-19,2023-02-22,2023-02-23,Clothing,Jacket,2.0,2387,4774,0,806.43,East,UPI,Poor,Female,50.0
1918,2023-12-27,2023-12-29,2023-12-30,Electronics,Camera,1.0,274,274,0,21.11,East,Card,Excellent,Female,50.0
1919,2023-02-15,2023-02-19,2023-02-20,Grocery,Beverages,,940,5640,15,919.72,West,UPI,Poor,Female,23.0
1920,2023-10-28,2023-10-29,2023-10-30,Clothing,Kurta,5.0,4340,21700,10,3100.01,West,Card,Poor,Male,36.0
1921,2023-04-05,2023-04-07,2023-04-08,Grocery,Vegetables,8.0,3561,28488,15,4001.29,North,UPI,Poor,Male,52.0
1922,2023-12-17,2023-12-19,2023-12-20,Furniture,Sofa,4.0,4088,16352,0,2577.06,East,Card,Poor,Male,42.0
1923,2023-03-24,2023-03-25,2023-03-27,Grocery,Fruits,1.0,2964,2964,5,560.83,South,COD,Average,Male,
1924,2023-11-06,2023-11-09,2023-11-10,Grocery,Beverages,7.0,760,5320,15,717.1,East,UPI,Poor,Other,51.0
1925,2023-12-28,2023-12-29,2023-12-31,Clothing,Jacket,2.0,3817,7634,10,576.79,South,Card,Bad,Male,50.0
1926,2023-11-30,2023-12-01,2023-12-02,Furniture,Table,6.0,4321,25926,15,3791.3,North,COD,Poor,Male,50.0
1927,2023-08-03,2023-08-06,2023-08-07,Grocery,Beverages,4.0,4464,17856,15,2299.63,North,COD,Excellent,Male,
1928,2023-02-09,2023-02-10,2023-02-12,Furniture,Bed,5.0,4555,22775,10,1589.57,South,COD,Good,Female,64.0
1929,2023-09-15,2023-09-18,2023-09-19,Grocery,Snacks,2.0,821,1642,5,304.12,West,COD,Excellent,Male,41.0
1930,,2023-01-11,2023-01-13,Electronics,Tablet,,855,855,5,115.36,West,Card,Good,Female,39.0
1931,2023-07-23,2023-07-26,2023-07-27,Grocery,Beverages,7.0,4925,34475,10,6197.57,West,Card,Poor,Male,38.0
1932,2023-05-10,2023-05-11,2023-05-13,Clothing,Jeans,5.0,175,875,0,95.67,South,Card,Average,Other,27.0
1933,2023-12-17,2023-12-20,2023-12-21,Electronics,Laptop,4.0,331,1324,15,184.93,West,COD,Bad,Female,49.0
1934,2023-06-05,2023-06-09,2023-06-10,Grocery,Fruits,7.0,3436,24052,15,2912.42,East,Card,Good,Other,51.0
1935,2023-02-20,2023-02-22,2023-02-24,Clothing,Jeans,2.0,4237,8474,15,1325.94,West,UPI,Average,Female,51.0
1936,2023-11-21,2023-11-22,2023-11-24,Electronics,Camera,,3161,18966,5,2464.53,East,UPI,Poor,Other,38.0
1937,2023-07-26,2023-07-27,2023-07-28,Furniture,Bed,8.0,707,5656,10,342.09,North,UPI,Good,Other,36.0
1938,2023-01-01,2023-01-02,2023-01-04,Electronics,Camera,1.0,3221,3221,10,171.56,South,Card,Poor,Female,51.0
1939,2023-10-07,2023-10-10,2023-10-12,Clothing,Jeans,8.0,2390,19120,0,2892.06,West,Card,Poor,Other,49.0
1940,2023-05-27,2023-05-30,2023-06-01,Electronics,Laptop,5.0,2670,13350,5,2074.53,North,COD,Good,Male,44.0
1941,2023-09-17,2023-09-18,2023-09-19,Electronics,Mobile,2.0,324,648,15,33.13,North,UPI,Excellent,Male,19.0
1942,2023-06-13,2023-06-17,2023-06-19,Clothing,Kurta,7.0,4167,29169,15,1424.26,East,UPI,Good,Female,45.0
1943,2023-03-22,2023-03-25,2023-03-26,Clothing,Jacket,5.0,1942,9710,10,632.12,North,COD,Good,Male,52.0
1944,2023-05-27,2023-05-30,2023-05-31,Electronics,Tablet,2.0,4475,8950,15,472.74,North,COD,Average,Female,42.0
1945,2023-04-21,2023-04-22,2023-04-24,Clothing,Jacket,5.0,2767,13835,0,760.05,East,COD,Average,Female,51.0
1946,2023-12-18,2023-12-20,2023-12-22,Grocery,Snacks,7.0,4544,31808,15,2120.18,West,UPI,Poor,Other,40.0
1947,2023-09-27,2023-10-01,2023-10-03,Electronics,Tablet,5.0,4185,20925,0,2862.05,East,Card,Average,Male,47.0
1948,2023-10-08,2023-10-11,2023-10-13,Electronics,Laptop,7.0,820,5740,15,485.33,South,COD,Average,Female,46.0
1949,2023-09-24,2023-09-27,2023-09-29,Electronics,Camera,7.0,1471,10297,10,1624.09,West,UPI,Bad,Male,60.0
1950,2023-08-09,2023-08-11,2023-08-13,,Vegetables,142.0,4579,27474,5,4670.88,West,UPI,Bad,Female,29.0
1951,2023-03-20,2023-03-24,2023-03-26,Clothing,Jacket,5.0,861,4305,15,229.55,West,Card,Poor,Male,27.0
1952,,2023-04-07,2023-04-08,Furniture,Bed,7.0,1762,12334,15,1573.74,East,Card,Poor,Other,21.0
1953,2023-03-19,2023-03-20,2023-03-22,Electronics,Mobile,3.0,4187,12561,15,1736.9,East,COD,Excellent,Male,18.0
1954,2023-02-02,2023-02-05,2023-02-06,Electronics,Mobile,4.0,3190,12760,15,1918.6,South,COD,Poor,Male,48.0
1955,2023-12-19,2023-12-23,2023-12-24,Clothing,Shirt,6.0,3295,19770,15,1898.48,North,UPI,Poor,Male,61.0
1956,2023-12-23,2023-12-27,2023-12-28,Electronics,Tablet,9.0,4563,41067,0,2272.05,East,UPI,Poor,Other,57.0
1957,2023-05-26,2023-05-30,2023-06-01,Clothing,Jeans,4.0,1744,6976,15,1017.44,North,COD,Bad,Male,46.0
1958,2023-10-01,2023-10-03,2023-10-05,Clothing,Kurta,2.0,822,1644,5,199.87,East,Card,Average,Female,48.0
1959,2023-10-01,2023-10-04,2023-10-06,Electronics,Tablet,8.0,537,4296,0,706.64,East,UPI,Bad,Male,37.0
1960,2023-04-20,2023-04-21,2023-04-22,Electronics,Mobile,8.0,2692,21536,10,3094.71,North,COD,Good,Female,61.0
1961,2023-04-12,2023-04-16,2023-04-17,Grocery,Vegetables,6.0,4742,28452,5,2710.48,North,UPI,,Male,46.0
1962,2023-05-27,2023-05-29,2023-05-31,Electronics,Tablet,8.0,3187,25496,15,3130.11,West,UPI,Poor,Other,55.0
1963,2023-07-14,2023-07-16,2023-07-17,Clothing,Shirt,8.0,3828,30624,15,1503.78,West,Card,Poor,Male,62.0
1964,2023-06-16,2023-06-20,2023-06-21,Furniture,Sofa,5.0,817,4085,5,567.1,West,UPI,Excellent,Other,25.0
1965,2023-09-11,2023-09-13,2023-09-15,Grocery,Vegetables,9.0,2514,22626,15,2951.79,South,Card,Excellent,Male,33.0
1966,2023-08-07,2023-08-11,2023-08-12,Clothing,Jeans,6.0,3908,23448,5,4185.88,North,COD,Average,Male,18.0
1967,2023-12-19,2023-12-23,2023-12-24,Electronics,Camera,7.0,415,2905,10,195.2,West,COD,Poor,Male,30.0
1968,,2023-04-14,2023-04-15,Clothing,Jacket,6.0,4509,27054,15,1534.84,North,COD,Poor,Male,46.0
1969,2023-12-22,2023-12-24,2023-12-26,Grocery,Fruits,4.0,1711,6844,0,875.47,South,UPI,Average,Male,48.0
1970,2023-04-17,2023-04-18,2023-04-19,Electronics,Mobile,6.0,2474,14844,15,1284.72,West,UPI,Excellent,Male,38.0
1971,2023-06-14,2023-06-15,2023-06-17,Grocery,Fruits,2.0,4608,9216,10,597.65,West,Card,Excellent,Female,45.0
1972,2023-11-17,2023-11-21,2023-11-22,Clothing,Shirt,4.0,4451,17804,0,1690.57,South,COD,Poor,Male,48.0
1973,2023-06-28,2023-07-02,2023-07-03,Clothing,Shirt,6.0,3076,18456,5,2611.67,West,COD,Average,Female,26.0
1974,2023-10-06,2023-10-09,2023-10-11,Grocery,Vegetables,7.0,1460,10220,10,1099.26,South,UPI,Bad,Male,60.0
1975,2023-08-09,2023-08-10,2023-08-12,Electronics,Mobile,7.0,1156,8092,15,426.68,North,COD,Excellent,Female,64.0
1976,2023-09-03,2023-09-06,2023-09-07,Furniture,Bed,2.0,4530,9060,0,1149.4,East,COD,Good,Other,36.0
1977,2023-09-14,2023-09-16,2023-09-17,Clothing,Jeans,2.0,906,1812,5,332.04,South,COD,Bad,Female,50.0
1978,2023-03-09,2023-03-11,2023-03-12,Clothing,Jacket,3.0,2098,6294,0,1097.03,North,UPI,Good,Other,57.0
1979,2023-05-27,2023-05-28,2023-05-30,Electronics,Tablet,7.0,4063,28441,10,1847.27,South,Card,Excellent,Other,44.0
1980,2023-08-02,2023-08-06,2023-08-07,Furniture,Table,9.0,165,1485,5,258.52,South,COD,Bad,Male,28.0
1981,2023-08-13,2023-08-17,2023-08-19,Electronics,Mobile,8.0,1087,8696,15,1216.98,North,UPI,Excellent,Other,43.0
1982,2023-02-28,2023-03-03,2023-03-05,,Mobile,3.0,3087,9261,0,795.11,West,Card,Excellent,Male,29.0
1983,2023-09-24,2023-09-28,2023-09-29,Clothing,Shirt,6.0,3316,19896,10,3580.46,East,Card,Average,Female,46.0
1984,2023-09-22,2023-09-25,2023-09-27,Electronics,Tablet,,2995,23960,10,2189.58,North,UPI,Poor,Male,60.0
1985,2023-03-24,2023-03-25,2023-03-26,Grocery,Beverages,3.0,260,780,10,62.08,North,Card,Average,Female,45.0
1986,2023-06-14,2023-06-17,2023-06-19,Clothing,Shirt,9.0,304,2736,0,141.79,North,UPI,Poor,Male,30.0
1987,2023-04-10,2023-04-12,2023-04-14,Electronics,Mobile,9.0,3996,35964,10,4763.32,East,UPI,Average,Other,
1988,2023-01-12,2023-01-16,2023-01-17,Furniture,Sofa,1.0,4146,4146,10,549.72,South,Card,Average,Female,43.0
1989,2023-02-28,2023-03-02,2023-03-04,Furniture,Table,4.0,784,3136,10,452.81,North,UPI,Poor,Female,36.0
1990,2023-11-22,2023-11-26,2023-11-27,Grocery,Snacks,4.0,525,2100,5,102.61,East,UPI,Excellent,Other,41.0
1991,,2023-05-07,2023-05-08,Grocery,Vegetables,3.0,3568,10704,15,962.55,West,Card,,Other,42.0
1992,2023-05-20,2023-05-22,2023-05-24,Grocery,Vegetables,1.0,3716,3716,5,191.73,South,UPI,Good,Female,62.0
1993,2023-05-27,2023-05-28,2023-05-29,Grocery,Vegetables,8.0,1263,10104,10,1688.32,South,UPI,Good,Male,51.0
1994,2023-05-09,2023-05-13,2023-05-15,Clothing,Kurta,4.0,435,1740,10,98.21,East,Card,Good,Female,51.0
1995,2023-06-30,2023-07-01,2023-07-02,Grocery,Vegetables,9.0,1198,10782,10,964.09,West,UPI,,Female,23.0
1996,2023-06-05,2023-06-08,2023-06-09,Grocery,Vegetables,5.0,4577,22885,15,3514.43,West,COD,Poor,Other,27.0
1997,2023-02-22,2023-02-26,2023-02-27,Furniture,Bed,4.0,1215,4860,0,341.69,North,Card,Good,Male,42.0
1998,2023-07-27,2023-07-31,2023-08-02,Furniture,Chair,9.0,2915,26235,10,3308.14,East,COD,Good,Female,28.0
1999,2023-11-11,2023-11-13,2023-11-14,,Fruits,4.0,3894,15576,10,2784.12,West,COD,Bad,Male,35.0
2000,2023-10-15,2023-10-17,2023-10-18,Electronics,Laptop,8.0,1169,9352,15,1449.46,West,COD,Bad,Other,22.0
2001,2023-11-19,2023-11-20,2023-11-22,Furniture,Bed,2.0,3115,6230,15,805.85,North,COD,Excellent,Male,34.0
2002,2023-01-13,2023-01-17,2023-01-18,Electronics,Camera,4.0,2225,8900,5,534.65,North,UPI,Bad,Other,21.0
2003,2023-04-04,2023-04-05,2023-04-06,Grocery,Vegetables,6.0,4304,25824,5,1776.34,East,Card,Excellent,Other,37.0
2004,,2023-10-27,2023-10-28,Electronics,Laptop,3.0,900,2700,15,116.35,East,COD,Average,Male,37.0
2005,2023-09-05,2023-09-07,2023-09-09,Grocery,Fruits,6.0,2991,17946,10,2974.6,West,COD,Good,Female,61.0
2006,2023-02-08,2023-02-11,2023-02-12,Electronics,Mobile,1.0,3370,3370,5,370.25,South,COD,Average,Male,50.0
2007,2023-05-21,2023-05-25,2023-05-27,Clothing,Jacket,2.0,1180,2360,10,184.04,East,COD,Excellent,Male,37.0
2008,2023-04-14,2023-04-16,2023-04-17,Electronics,Tablet,7.0,3184,22288,15,3099.95,East,UPI,Poor,Female,45.0
2009,2023-04-05,2023-04-06,2023-04-07,Furniture,Chair,6.0,1676,10056,10,1076.05,South,UPI,Average,Female,34.0
2010,2023-09-05,2023-09-09,2023-09-11,Clothing,Jacket,5.0,2695,13475,5,1562.12,East,COD,Poor,Other,61.0
2011,,2023-02-15,2023-02-16,Clothing,Jacket,7.0,1455,10185,15,509.0,West,UPI,Poor,Female,19.0
2012,2023-11-07,2023-11-10,2023-11-11,Furniture,Table,4.0,4819,19276,0,2279.15,East,UPI,Excellent,Other,28.0
2013,2023-11-05,2023-11-06,2023-11-08,Furniture,Sofa,5.0,1493,7465,0,1240.19,West,COD,Bad,Female,19.0
2014,2023-03-22,2023-03-23,2023-03-25,Clothing,Jacket,7.0,540,3780,0,280.84,West,COD,Bad,Other,55.0
2015,2023-03-31,2023-04-01,2023-04-03,Clothing,Jeans,3.0,3280,9840,5,1347.16,East,Card,Bad,Female,26.0
2016,2023-01-03,2023-01-05,2023-01-06,Furniture,Bed,2.0,4615,9230,15,427.24,East,UPI,Poor,Male,20.0
2017,2023-06-16,2023-06-20,2023-06-21,Electronics,Camera,5.0,2047,10235,15,1425.67,South,Card,Excellent,Female,42.0
2018,2023-01-19,2023-01-21,2023-01-22,Clothing,Shirt,1.0,3091,3091,5,586.28,North,Card,Excellent,Other,34.0
2019,2023-05-15,2023-05-16,2023-05-17,Clothing,Jeans,3.0,4592,13776,10,2381.17,North,UPI,Average,Other,64.0
2020,2023-05-31,2023-06-03,2023-06-05,Furniture,Chair,,4551,90715,0,1243.86,West,COD,Average,Other,62.0
2021,2023-01-07,2023-01-11,2023-01-12,Furniture,Table,7.0,3298,23086,0,1161.26,South,UPI,Good,Female,63.0
2022,,2023-03-19,2023-03-21,Furniture,Table,5.0,3652,18260,5,1741.52,North,UPI,Good,Other,20.0
2023,2023-05-04,2023-05-05,2023-05-06,Electronics,Camera,2.0,2168,4336,15,713.1,North,Card,Bad,Male,24.0
2024,2023-05-10,2023-05-11,2023-05-13,Electronics,Camera,8.0,2250,18000,0,3077.67,North,UPI,Average,Male,58.0
2025,2023-02-18,2023-02-20,2023-02-22,Furniture,Table,9.0,3582,32238,5,3575.31,West,Card,Average,Female,33.0
2026,2023-03-22,2023-03-26,2023-03-28,Furniture,Sofa,5.0,773,3865,5,599.4,North,UPI,Average,Other,20.0
2027,,2023-05-11,2023-05-12,Furniture,Chair,6.0,1812,10872,5,594.83,South,COD,Good,Female,61.0
2028,2023-08-25,2023-08-29,2023-08-30,Furniture,Sofa,3.0,2188,6564,5,864.16,North,Card,Average,Male,39.0
2029,2023-11-11,2023-11-12,2023-11-13,Electronics,Laptop,9.0,4888,43992,0,6823.2,South,Card,Poor,Other,31.0
2030,2023-02-16,2023-02-18,2023-02-19,Electronics,Laptop,8.0,3243,25944,0,4428.17,North,COD,Good,Male,28.0
2031,2023-03-07,2023-03-11,2023-03-12,Clothing,Kurta,8.0,2694,21552,5,2354.7,West,UPI,Excellent,Male,47.0
2032,2023-05-05,2023-05-07,2023-05-09,Furniture,Bed,8.0,2293,18344,0,1138.26,West,Card,Average,Female,28.0
2033,2023-06-01,2023-06-03,2023-06-05,Furniture,Table,8.0,1754,14032,5,1923.45,East,UPI,Bad,Female,29.0
2034,2023-12-15,2023-12-19,2023-12-20,,Laptop,7.0,4750,33250,5,1984.32,South,UPI,Good,Other,21.0
2035,,2023-12-29,2023-12-30,Furniture,Sofa,9.0,1708,15372,5,1309.6,West,UPI,Average,Male,
2036,2023-09-23,2023-09-26,2023-09-28,Electronics,Tablet,6.0,612,3672,15,174.87,West,COD,Poor,Other,30.0
2037,2023-03-26,2023-03-30,2023-04-01,Clothing,Shirt,1.0,4438,4438,0,641.35,East,COD,Good,Female,32.0
2038,2023-08-25,2023-08-29,2023-08-30,Grocery,Snacks,5.0,3911,19555,5,3570.13,West,Card,Bad,Female,58.0
2039,2023-01-17,2023-01-21,2023-01-22,Grocery,Vegetables,,3394,27152,15,3899.17,West,Card,Bad,Other,50.0
2040,2023-02-04,2023-02-06,2023-02-08,Furniture,Bed,3.0,1607,4821,0,898.75,South,Card,Bad,Other,49.0
2041,2023-10-23,2023-10-27,2023-10-29,Clothing,Kurta,7.0,288,2016,5,156.31,South,UPI,Good,Female,39.0
2042,2023-05-09,2023-05-11,2023-05-13,Furniture,Table,6.0,2124,12744,5,1589.98,East,Card,Average,Other,40.0
2043,,2023-03-03,2023-03-04,Furniture,Bed,3.0,4832,14496,5,2592.84,South,COD,Good,Other,21.0
2044,2023-10-05,2023-10-08,2023-10-10,Clothing,Jeans,6.0,3421,20526,5,2623.79,South,UPI,Average,Female,44.0
2045,2023-05-31,2023-06-02,2023-06-04,Furniture,Chair,7.0,747,5229,5,989.55,East,COD,Good,Female,55.0
2046,2023-09-04,2023-09-07,2023-09-08,Clothing,Shirt,7.0,3117,90715,0,2708.51,North,UPI,Poor,Female,60.0
2047,2023-09-16,2023-09-18,2023-09-20,Electronics,Camera,6.0,1653,90715,10,491.59,North,Card,,Female,45.0
2048,2023-09-03,2023-09-05,2023-09-06,Grocery,Fruits,9.0,391,3519,10,499.37,South,Card,Poor,Male,45.0
2049,2023-02-19,2023-02-21,2023-02-22,Furniture,Table,4.0,1522,6088,10,943.16,North,COD,Average,Other,38.0
2050,2023-05-22,2023-05-25,2023-05-27,Grocery,Beverages,,3506,21036,10,2101.71,North,UPI,Average,Other,61.0
2051,2023-05-16,2023-05-20,2023-05-21,Clothing,Kurta,3.0,2044,6132,15,949.54,West,Card,Bad,Other,29.0
2052,2023-12-31,2024-01-03,2024-01-05,Grocery,Fruits,2.0,2271,4542,15,570.68,East,UPI,Good,Female,64.0
2053,2023-10-21,2023-10-22,2023-10-23,Clothing,Shirt,2.0,275,550,0,84.77,West,UPI,Excellent,Other,31.0
2054,2023-04-16,2023-04-20,2023-04-22,Grocery,Snacks,2.0,4880,9760,0,1745.06,West,UPI,Poor,Other,56.0
2055,2023-01-23,2023-01-25,2023-01-26,Grocery,Fruits,5.0,2659,90715,0,1418.64,South,Card,,Other,41.0
2056,2023-05-12,2023-05-13,2023-05-15,Electronics,Camera,2.0,1758,3516,15,479.86,West,Card,Excellent,Other,21.0
2057,2023-07-22,2023-07-26,2023-07-27,Grocery,Snacks,3.0,3644,10932,15,1388.76,West,Card,Poor,Other,21.0
2058,2023-02-11,2023-02-12,2023-02-13,Electronics,Mobile,5.0,3983,19915,0,1071.75,East,COD,Excellent,Other,33.0
2059,2023-01-05,2023-01-08,2023-01-09,Electronics,Laptop,5.0,2888,14440,5,701.66,East,Card,Bad,Female,18.0
2060,2023-09-28,2023-10-01,2023-10-02,Clothing,Shirt,1.0,2061,2061,10,347.64,West,Card,Excellent,Female,60.0
2061,2023-03-21,2023-03-23,2023-03-25,Electronics,Mobile,6.0,2951,17706,10,1667.24,East,COD,Average,Male,27.0
2062,2023-10-15,2023-10-19,2023-10-20,Clothing,Jacket,1.0,3951,3951,10,527.23,South,Card,Bad,Female,43.0
2063,2023-04-02,2023-04-05,2023-04-06,Electronics,Laptop,4.0,928,3712,5,649.9,North,COD,Average,Male,42.0
2064,2023-10-27,2023-10-30,2023-10-31,Furniture,Bed,5.0,1264,6320,15,514.04,West,Card,Excellent,Male,28.0
2065,2023-08-19,2023-08-23,2023-08-25,Furniture,Bed,2.0,2800,5600,5,450.48,East,COD,Poor,Other,57.0
2066,,2023-10-28,2023-10-29,Clothing,Kurta,2.0,4568,9136,5,1401.76,South,Card,,Other,31.0
2067,2023-03-09,2023-03-11,2023-03-12,Furniture,Table,1.0,4885,4885,5,732.88,East,Card,Bad,Other,57.0
2068,2023-01-19,2023-01-23,2023-01-24,Clothing,Jacket,8.0,4928,39424,5,5391.51,North,Card,Good,Male,55.0
2069,2023-10-01,2023-10-04,2023-10-05,Grocery,Beverages,1.0,158,158,0,15.79,West,Card,Poor,Other,53.0
2070,2023-08-28,2023-08-31,2023-09-01,Clothing,Shirt,1.0,1466,1466,10,231.39,North,COD,Poor,Female,57.0
2071,2023-08-19,2023-08-23,2023-08-24,Clothing,Shirt,6.0,4532,27192,0,1858.7,North,COD,Good,Male,35.0
2072,2023-05-20,2023-05-22,2023-05-23,Electronics,Mobile,4.0,4461,17844,10,1372.46,East,UPI,Average,Male,49.0
2073,2023-12-08,2023-12-10,2023-12-12,Furniture,Bed,7.0,2254,15778,10,1288.91,West,UPI,Average,Female,38.0
2074,2023-10-06,2023-10-09,2023-10-11,Clothing,Shirt,6.0,756,4536,15,495.88,South,COD,Poor,Other,39.0
2075,2023-03-09,2023-03-12,2023-03-13,Electronics,Camera,3.0,3141,9423,15,1080.74,West,Card,Excellent,Female,44.0
2076,2023-07-30,2023-08-01,2023-08-03,Electronics,Tablet,7.0,2182,15274,10,1823.22,West,UPI,Bad,Other,52.0
2077,2023-04-15,2023-04-17,2023-04-18,Grocery,Snacks,9.0,1691,90715,15,2388.31,East,UPI,Bad,Male,
2078,2023-03-24,2023-03-25,2023-03-27,Furniture,Bed,9.0,1871,16839,15,1068.97,West,Card,Excellent,Other,33.0
2079,2023-05-31,2023-06-03,2023-06-04,Furniture,Chair,2.0,1415,2830,5,147.51,East,UPI,Average,Other,41.0
2080,2023-08-24,2023-08-27,2023-08-29,,Sofa,7.0,3009,21063,0,4057.92,North,UPI,,Other,30.0
2081,2023-01-09,2023-01-10,2023-01-11,Electronics,Tablet,7.0,2925,20475,0,1474.84,North,UPI,Average,Female,
2082,2023-03-12,2023-03-16,2023-03-17,Grocery,Fruits,9.0,992,8928,10,1033.03,West,UPI,Excellent,Female,36.0
2083,2023-05-27,2023-05-28,2023-05-30,Grocery,Snacks,3.0,988,2964,15,234.26,South,Card,Poor,Other,51.0
2084,2023-12-18,2023-12-22,2023-12-24,Clothing,Jacket,4.0,2665,10660,10,1342.0,North,UPI,Excellent,Other,44.0
2085,2023-01-27,2023-01-30,2023-01-31,Furniture,Table,9.0,769,6921,5,495.49,North,UPI,Good,Other,
2086,2023-11-23,2023-11-26,2023-11-27,Electronics,Laptop,5.0,2529,12645,15,1205.1,South,COD,Excellent,Female,62.0
2087,2023-12-13,2023-12-17,2023-12-18,Clothing,Shirt,142.0,2910,23280,0,2342.72,South,Card,Excellent,Female,60.0
2088,2023-10-12,2023-10-14,2023-10-15,Grocery,Beverages,8.0,4457,35656,5,2346.83,North,UPI,Bad,Male,48.0
2089,2023-08-28,2023-09-01,2023-09-03,Electronics,Laptop,1.0,299,299,0,53.5,South,COD,Good,Other,55.0
2090,2023-06-12,2023-06-13,2023-06-15,Electronics,Laptop,8.0,3891,31128,0,4360.86,West,Card,Poor,Other,51.0
2091,2023-11-20,2023-11-23,2023-11-24,Grocery,Vegetables,2.0,2221,4442,15,523.16,North,UPI,Good,Female,32.0
2092,2023-07-02,2023-07-05,2023-07-06,Furniture,Chair,5.0,4993,24965,0,1578.37,North,Card,Excellent,Female,44.0
2093,2023-03-08,2023-03-12,2023-03-13,Electronics,Tablet,9.0,2256,20304,5,1860.31,West,UPI,Average,Other,25.0
2094,2023-12-31,2024-01-04,2024-01-06,Grocery,Beverages,2.0,2188,4376,0,711.88,West,Card,,Female,18.0
2095,2023-10-31,2023-11-03,2023-11-04,Grocery,Vegetables,6.0,472,2832,15,270.48,West,UPI,Bad,Male,29.0
2096,2023-05-15,2023-05-16,2023-05-18,Furniture,Sofa,9.0,2341,21069,15,1894.33,South,UPI,Poor,Male,52.0
2097,2023-06-11,2023-06-13,2023-06-15,Furniture,Sofa,1.0,1707,1707,10,197.99,West,UPI,Poor,Female,28.0
2098,2023-01-09,2023-01-13,2023-01-14,Furniture,Chair,4.0,1445,5780,5,508.65,East,UPI,Excellent,Female,20.0
2099,2023-08-21,2023-08-22,2023-08-24,,Tablet,5.0,4401,22005,15,2217.46,East,Card,Excellent,Female,52.0
2100,2023-01-10,2023-01-11,2023-01-12,Grocery,Snacks,1.0,802,802,10,51.03,North,COD,Poor,Female,33.0
2101,2023-02-05,2023-02-09,2023-02-10,Grocery,Snacks,8.0,3141,25128,15,2308.53,East,COD,Average,Other,19.0
2102,2023-03-28,2023-03-29,2023-03-30,Electronics,Mobile,7.0,4317,30219,0,1696.23,North,UPI,Excellent,Other,24.0
2103,2023-06-13,2023-06-15,2023-06-16,Furniture,Bed,8.0,4374,34992,10,4460.61,North,UPI,Poor,Male,43.0
2104,2023-06-08,2023-06-09,2023-06-10,Electronics,Laptop,5.0,418,2090,10,103.16,North,UPI,Bad,Other,49.0
2105,2023-08-12,2023-08-16,2023-08-17,Furniture,Sofa,9.0,1254,11286,0,1657.4,West,Card,,Male,62.0
2106,2023-07-05,2023-07-09,2023-07-10,Grocery,Vegetables,8.0,819,6552,10,677.65,West,UPI,Bad,Male,43.0
2107,2023-09-07,2023-09-11,2023-09-12,Clothing,Jeans,3.0,4551,13653,10,1416.04,South,Card,Good,Female,63.0
2108,2023-06-08,2023-06-09,2023-06-11,Electronics,Tablet,7.0,3020,21140,5,2657.36,South,COD,Bad,Other,42.0
2109,,2023-09-18,2023-09-20,Grocery,Beverages,4.0,1816,7264,10,511.27,East,UPI,Excellent,Other,61.0
2110,2023-10-30,2023-11-02,2023-11-03,Clothing,Shirt,4.0,331,1324,15,158.75,North,COD,Excellent,Female,35.0
2111,2023-10-22,2023-10-25,2023-10-26,Electronics,Camera,3.0,3105,9315,10,506.97,East,Card,Excellent,Female,20.0
2112,2023-04-29,2023-05-01,2023-05-03,,Kurta,8.0,2877,23016,0,1334.92,West,COD,Bad,Other,27.0
2113,2023-12-24,2023-12-25,2023-12-27,Clothing,Jeans,7.0,672,4704,15,466.61,East,Card,Average,Other,53.0
2114,2023-02-20,2023-02-22,2023-02-23,Clothing,Jeans,1.0,3709,3709,15,245.48,West,Card,Average,Other,59.0
2115,2023-02-19,2023-02-23,2023-02-25,Furniture,Bed,5.0,757,3785,0,597.9,West,Card,Average,Female,49.0
2116,2023-02-15,2023-02-16,2023-02-18,Furniture,Table,9.0,4909,44181,15,2158.5,East,Card,Average,Other,41.0
2117,2023-03-17,2023-03-19,2023-03-21,,Vegetables,6.0,4306,25836,10,3791.02,East,Card,Poor,Other,58.0
2118,2023-05-19,2023-05-22,2023-05-23,Electronics,Tablet,9.0,3848,34632,5,2663.11,East,UPI,Poor,Other,18.0
2119,2023-07-03,2023-07-06,2023-07-07,Electronics,Camera,4.0,2439,9756,10,1226.96,North,Card,Good,Male,19.0
2120,2023-11-08,2023-11-10,2023-11-12,Furniture,Bed,5.0,4127,20635,0,1536.68,South,COD,Average,Other,45.0
2121,2023-10-14,2023-10-18,2023-10-19,Clothing,Kurta,8.0,2527,20216,5,2937.16,South,UPI,Average,Other,44.0
2122,2023-12-20,2023-12-21,2023-12-22,Grocery,Snacks,9.0,3904,35136,10,2889.2,West,Card,Poor,Male,51.0
2123,2023-06-29,2023-07-01,2023-07-03,Clothing,Kurta,3.0,3201,9603,0,1777.1,West,Card,Good,Other,31.0
2124,2023-06-01,2023-06-04,2023-06-05,Grocery,Fruits,3.0,4559,13677,5,1984.06,South,UPI,Excellent,Male,46.0
